"If You’re Driving In The Middle Of No Where, What Animal Might You See Crossing The Street?",Deer,50,Cow,24,Moose,10,Rat,3,,,,,,
Name An Animal That’s Not Loved By Many People,Snake,45,Bear,19,Shark,16,Rat,10,,,,,,
Name Something That You Often Have A Hard Time Concentrating On.,Work,37,Tests,20,Schoolwork,18,Reading,15,,,,,,
Name A Color Some Men Never Wear,Pink,65,Purple,18,Yellow,9,Red,5,,,,,,
Name Something Santa Might Bring With Him To Keep From Getting Lost On Christmas Eve.,Map,57,GPS,17,Compass,13,Reindeer,11,,,,,,
Name Something A Politician Does When Scandalous News Breaks Out About Them.,Lie/Deny It,49,Go Into Hiding,20,Apology/Press Conference,19,Resign,7,,,,,,
Name Something That Can Cause A Flat Tire.,Nail,50,Glass Shard,29,Pin,12,Rocks,6,,,,,,
Name A Sport That You Wouldn’t Play Without Protective Equipment,Football,54,Hockey,31,Baseball,10,Rugby,3,,,,,,
Why Might A Door-To-Door Salesperson Skip A Particular House?,Barking Dog,46,No One’s Home,26,No Soliciting Sign,17,Run Down House,7,,,,,,
"Name Something You Include On A Letter, But Not On An E-Mail.",Stamp,64,Signature,19,Address,12,Salutation/ Greeting,3,,,,,,
Name Something You Imagine You’d See All Over If You Went To Australia,Kangaroos,59,Ocean,16,Koalas,12,Sand Beaches,10,,,,,,
Name A Cartoon Pet That’s Smarter Than Its Owner.,Garfield,51,Snoopy,39,Dino,5,Scooby Doo,3,,,,,,
Name A Famous Sight That Tourists Take An Elevator Up To See,Empire State Bldg.,35,Eiffel Tower,31,Statue Of Liberty,22,Sears Tower,11,,,,,,
Name An Activity That’d Be Hard To Do By CandleLight,Read,62,Cook,21,Write,8,Sew,6,,,,,,
Name An Article Of Clothing That Usually Can’t Be Put In The Dryer,Sweater,33,Bra,26,Coat,19,Shoes,8,,,,,,
Name An Expense From A Business Trip That Your Employer Probably Wouldn’t Reimburse,Fancy Meals,51,Alcohol,31,Entertainment,8,Shopping,7,,,,,,
"Instead Of Their First Name, What Might A Parent Shout When Calling For Their Child?",Whole Name,38,Nickname,25,Hey,15,Sibling’s Name,12,,,,,,
"After Having Kids, Name Something That Happens That Interrupts A Couple’s Alone Time At Night.",Crying Baby,37,Nightmares,23,Feeding Times,18,Sick Kid,14,,,,,,
What Might You Bring To The Stadium If You Wanted To Be Featured On The Jumbo Tron Screen.,Sign,45,Foam Finger,23,Attractive Woman,12,Silly Hat,9,,,,,,
Name A Type Of Contest You Might Enter At A County Fair,Eating,36,Cooking,27,Beauty,19,Singing,7,,,,,,
How Many Weeks In Advance Do You Decorate For Christmas?,Four Weeks,43,Three Weeks,22,Two Weeks,12,Six Weeks,9,,,,,,
Name Something About A Cartoon Character That Might Be Brightly Colored,Clothes,41,Hair,36,Eyes,12,Skin,9,,,,,,
What Do People Do More On The 4th Of July Than On The 5th Of July?,Drink,40,Fireworks,36,Eat,19,Sleep,4,,,,,,
Name An Animal That A Pirate Would Most Likely Have On His Ship.,Parrot,55,Minkey,31,Dog,10,Snake,3,,,,,,
Name Something You Can Build With Snow,Snowman,68,Igloo,15,Snow Fort,8,Snowball,4,,,,,,
Name Something Husbands Will Admit That They Borrow From Their Wives,Money,67,Car,18,Razor,9,Socks,4,,,,,,
"Unlike Coffee, Name A Beverage That You Could Never Make Money Off Selling By The Cup.",Water,46,Milk,34,Lemonade,7,Soda,6,,,,,,
Name A Word That Polite People Use Often.,Please,54,Thanks,31,Pardon/Excure Me,11,Sorry,3,,,,,,
Name Something About Love That Some People Believe In and Others Don’t,Love At First Sight,33,Endless,27,Fate,25,Soul Mates,9,,,,,,
Name Something People In The 1950’s Thought We Would Have By The Year 2000,Flying Cars,61,Time Travel,14,Robots,13,Spaceships,8,,,,,,
Name A Type Of Photo That Most People Donâ€™T Smile In,Passport,31,Mug Shot,30,Driver’s License,23,Sports Photo,5,,,,,,
Which Food That Gets Stuck In You Teeth Should Be Avoided On A Date?,Corn,33,Spinach,23,Popcorn,19,Steak,11,,,,,,
Name Something You Would Need To Eat A Steak.,Knife,71,Fork,16,Teeth,6,Steak Sauce,5,,,,,,
Name Something You’d Find In A Punk Rocker’s Bedroom,Guitar,46,Posters,41,Hair Gel,5,Stereo,4,,,,,,
Name A Trait That’s Essential For A High School Teacher To Have,Patience,46,Intelligence,35,Friendly Personality,10,Strictness,7,,,,,,
"If A Person Doesn’t Cook Well, Which Thanksgiving Food Might They Buy Instead Of Bake?",Turkey,54,Pumpkin Pie,32,Cake,8,Stuffing,5,,,,,,
"Name A Reason, Other Than Hard Work, That Your Boss Would Give You A Raise",Dating The Boss,24,On Time/ Attendance,16,Blackmail,12,Sucking Up,5,,,,,,
"Name Something Your Teen Likes To Wear, But You Hope He’ll Leave Home On Picture Day.",Baseball Cap,71,Piercing,12,Makeup,7,Sunglasses,7,,,,,,
"Name Something Humans Wear, But Cats Look Silly In",Hats,44,Shoes,31,Glasses,12,Sweater,10,,,,,,
"Name An Article Of Clothing Your Husband Often Receives At The Holidays, But Rarely Wants",Tie,42,Socks,32,Underwear,15,Sweater,6,,,,,,
"Other Than Letter And Punctuation Keys, Which Computer Key Would You Not Want To type A Report Without?",Enter,38,Space Bar,26,Backspace,16,Tab Key,15,,,,,,
Name Something A Doctor Might Ask A Patient To Do During A Checkup.,Undress,38,Cough,24,Open Wide,20,Take A Big Breath,14,,,,,,
We Asked 100 Men: Name Something Your Partner Will Never Do As Well as Mom.,Cook,54,Clean,25,Laundry,4,Take Care Of Me,3,,,,,,
Name Something A Child Does To Prove They’re Too Sick For School.,Cough,50,Vomit,25,Cry,13,Take Temperature,10,,,,,,
Name Something In Your Daily Routine You Could Still Do Even If You’re Wearing a Strait Jacket.,Eat,30,Sleeping,28,Watch TV,23,Talk,13,,,,,,
What Might Your Co-Worker Do To Let You Know She Is Very Excited About Christmas?,Decorate,44,Sing Carols,37,Dress Up,9,Talk About It,8,,,,,,
"If You Sent A Postcard From China, What Would Be Pictured On The Front?",Great Wall,54,Panda,19,Dragon,13,Temple,4,,,,,,
"Name Something You Say At The End Of A Date, Even If You Don’t Mean It.",I Love You,44,I Had A Good Time,28,I’ll Call You,16,Thank You,7,,,,,,
What Sticks In Your Head Most From An Irritating But Memorable Commercial.,Song,42,Character/ Voice,28,Slogan,19,The Product,8,,,,,,
Name A Reason Somebody Would Wear A Hat All The Time,Balding,63,Bad Hair Day,19,Protect From The Sun,9,They’re Cold,4,,,,,,
Name A Reason People Might Put Lawnchairs On The Sidewalk,Parade,65,Sunbathing,11,Yard Sale,7,Throwing Them Out,4,,,,,,
"Before You See Any Fighting, How Do You Know You’re Watching A Kung Fu Movie?",Actors,48,Subtitles,29,Music,15,Title,4,,,,,,
Name Somewhere That Parents Can’t Wait For Their Kids To Go,To School,58,To Bed,22,To A Friend’s House,8,To Summer Camp,3,,,,,,
Tell Me Something That Waddles,Duck,68,Penguin,16,Pregnant Woman,4,Toddler,4,,,,,,
Name A Reason Why A Workplace Might Not Have Their Annual Christmas Party.,Budget Cuts,51,Bad Weather,34,Going Under,8,Too Busy,4,,,,,,
Name An Annoying Thing About Pigeons,Droppings,61,Unsanitary,17,Noisy,9,Too Many Of Them,5,,,,,,
Name A Reason Why Someone Might Hold Off On Getting Married.,Afraid of Commitment,44,Not Ready,30,Saving Money,16,Too Young,7,,,,,,
Name A Character Famous For Selling Cereal.,Tony The Tiger,53,Cap’n Crunch,24,Trix Rabbit,13,Toucan Sam,9,,,,,,
Name Something That Couples Often Get More Than One Of As Wedding Presents.,Toaster,65,Blender,16,Dishes,11,Towels,6,,,,,,
Name Something You Hope That You’re Still Doing When You’re 80,Walking/ Running,37,Active Love Life,27,Driving,19,Traveling,9,,,,,,
Name Something You Bring To A Tailgate Party,Beer,40,Food,37,Grill,9,Truck,9,,,,,,
"Name Something Kids Often Ask For Before Bed, That Their Parents Refuse",Drink,31,Snack,29,Another Story,24,TV/ Movies,4,,,,,,
Name An Article Of Clothing That Many Men Think Women Look Attractive In,Dress,33,Mini Skirt,21,Swimsuit,16,Underclothes,12,,,,,,
Name A State People Visit On A Ski Vacation,Colorado,54,Vermont,24,Alaska,10,Utah,8,,,,,,
Name Something People Mark On Their Calendars.,Birthdays,69,Appointments,15,Anniversary,7,Vacation,3,,,,,,
Name A Holiday That’s Associated With Candy.,Halloween,45,Easter,24,Christmas,13,Valentine’s Day,6,,,,,,
Name Something In Your House That Can Be Set.,Alarm/Clock,55,Table,23,TV/Tivo,12,VCR/DVD Player,5,,,,,,
How Can You Tell Immediately That An E-Mail Is Spam?,Unknown Sender,35,No Subject,23,Goes To Junk,18,Virus Alert,14,,,,,,
Name Something You Dread Doing After A Snowfall,Shoveling,42,Driving,37,Leaving The House,9,Walking,6,,,,,,
Name A Job That Many Celebrities Had Before They Were Famous.,Food Server,63,Model,18,Cook,10,Washing Cars,3,,,,,,
Name A Common Household Item That Was A Luxury To Have 50 Years Ago,Tv,48,Dishwasher,32,Phone,9,Washing Machine,8,,,,,,
Name A Job In Which You’d Be Exposed To A Lot Of Germs,Doctor,47,Nurse,26,Teacher,10,Waste Collector,5,,,,,,
Name Something Many Teens Want To Do Before Their Parents Think They Are Ready.,Drive,58,Date,27,Move Out,7,Wear Makeup,7,,,,,,
Name A Reason A Couple May Keep A Close Watch On A Calender.,Anniversary,37,Baby Due,24,Trying For A Baby,21,Wedding day,8,,,,,,
name A Sport Or Athletic League Whose Large Athletes You’d Hate To Ride A See-Saw With.,Sumo Wrestling,42,Football,30,WWF Wrestling,22,Weight Lifting,4,,,,,,
Name A Reason Your Cell Phone Might Stop Working.,Dead Battery,60,Out Of range,26,Didn’t Pay Bill,7,Wet,7,,,,,,
What In A Crime Scene Would An Investigator Check For Fingerprints?,Weapon,42,Door Knob,22,Body,18,Window,16,,,,,,
Name A Drink That Many People Love Despite Its Bitter Taste,Beer,51,Coffee,20,Lemonade,16,Wine,10,,,,,,
Name Something You Do To Let A Friend Know She Has Food On Her Face,Tell Her,48,Point At It,31,Giggle/ Tease Her,13,Wipe Your Own Face,6,,,,,,
Name Something That Only A Person Who Really Loves Christmas Would Do As Early As October.,Decorate,59,Shop For Gifts,22,Put Up Tree,10,Wrap Gifts,7,,,,,,
Name A Sports Whose Athletes You’d Least Like To Get In A Fight With,Boxing,39,Football,36,Hockey,14,Wrestling,8,,,,,,
"Name Something You Find More Of At A Sporting Event, Than At A Movie Theater",Beer,50,Fans,31,Hot Dogs,10,Yelling,6,,,,,,
"If A Con Man Approached You, What Do You Think He’d Immediately Want To Know?",Your Name,53,Your Income,20,Your Age,18,Your Address,7,,,,,,
Name Something You Bring To A Party Even If The Host Doesn’t Ask You To Bring Anything,Alcohol,63,Flowers,14,Chips,13,Yourself,7,,,,,,
Name Something That Gets Sewn Onto Clothes,Buttons,60,Patches,30,Name,5,Zipper,3,,,,,,
Name A Job In Which You Could Wear Shorts To Work.,Lifeguard,49,Mail Carrier,25,Gym Teacher,12,Zookeeper,10,,,,,,
Name Something That Many People Are Afraid To Drive On.,Icy Roads,47,Snow,31,Bridge,13,Freeway,8,,,,,,
What Are Some Actions People Might Take To Be More Earth Friendly?,Recycling,43,Buy Hybrid Car,20,Use Less Paper,14,Plant Trees,12,,,,,,
Name A Meal That Sometimes Comes With A Bib Even For Adults.,Ribs,34,Wings,32,Seafood,22,Steak,6,,,,,,
Name A Halloween Costume That Young Girls Often Wear.,Princess,59,Witch,23,Fairy,12,Angel,3,,,,,,
Tell Me An Invention That Probably Led To People Having Much Less Spare Time.,TV,44,Computer,23,Telephone,12,Car,10,,,,,,
When Hosting A Dinner Party What Might You Ask A Friend To Bring.,Alcohol,61,Dessert,13,Salad,12,Chips,8,,,,,,
"Name Something That The Bride And Groom Do At A Wedding, That Another Guest Should Not.",Kiss During Toasts,49,Cut The Cake,18,Say Vows,13,Dance To First Song,8,,,,,,
"If An Auctioneer Had A Baby, What Might Be Her First Words?",Sold,43,Going Once … Gone,28,Bid,10,Do I Hear,5,,,,,,
Name A Kids Movie that Makes Adults Cry To.,Bambi,42,Old Yeller,38,Lion King,15,Dumbo,4,,,,,,
Name A Coffee Drink That’s Easy To Mispronounce.,Latte,66,Mocha,16,Cappuccino,9,Espresso,8,,,,,,
Name Something It Might Be Ok to Lie To A Partner About In Order To Spare Their Feelings.,How They Look,56,Being Faithful,21,Satisfaction In Bed,11,Ex,7,,,,,,
"Despite Its Beauty, Name A Reason Why You Wouldn’t Want To Live In Hawaii.",Too Hot,47,Expensive,24,Volcano,18,Far Away,10,,,,,,
Name Something That Gets Into Your House If You Leave Food Out.,Ants,50,Rodents,27,Roaches,12,Flies,10,,,,,,
Name Something That’s Essential To Creating A Romantic Atmosphere At Home.,Candles,51,Music,22,Good Lighting,8,Flowers,5,,,,,,
Name Something You Would Not Want To Drop Your Wedding Ring Into.,Sink,47,Toilet,40,Water,6,Food,5,,,,,,
Name A Word Or Phrase That Ends In -Phobia.,Arachnophobia,37,Agoraphobia,23,Claustrophobia,12,Germophobia,12,,,,,,
Name Something A Man Might Ask His Dad’s Advice On.,Relationships,60,Finances,26,Car,6,Job,5,,,,,,
Name An Animal That Might Live In A Tree,Monkey,38,Bird,29,Sqirrel,22,Koala,9,,,,,,
"Name Something You Put On Your Face, That You’d Never Dream Of Putting On Your Feet.",Makeup,52,Lotion,29,Cold Cream,11,Mask,5,,,,,,
Name Something That causes Yo To Become Friends With Someone You Otherwise wouldn’t Have,Money,51,School/Work,37,Both Have Kids,6,Mutual Friiends,5,,,,,,
"Although It Was Nice To Be A Kid, Name A Part Of Childhood You’d Never Want To Go Through Again.",School,42,Puberty,24,Acne,17,Potty Training,15,,,,,,
"If Stuck With No Diapers, What Might A Desperate Parent Use Instead?",Towel,48,Shirt,14,Napkins,13,Rag,12,,,,,,
What Might You Be Afraid Of While Sleeping In A Tent?,Bears,43,Bugs,35,Snakes,14,Rain,3,,,,,,
Name Something That’s Hard To Build But Easy To Tear Down.,House of Cards,41,Building,33,Sandle Castle,14,Trust,11,,,,,,
Name A Time When A Man Might Be Extra Caring Toward His Wife,Their Anniversary,32,When She’s Pregnant,28,On Her Birthday,21,When She’s Sick,17,,,,,,
Name Something A Woman Might Suggest Her Husband Do To Improve His Appearance.,Shave,46,Work Out,33,New Hairstyle,14,Dress Up,4,,,,,,
Which Sounds Do Children Listen For On Christmas Eve?,Sleigh Bells,52,Ho Ho Ho,26,Reindeer On Roof,15,Footsteps,4,,,,,,
Name A Reason Why A Child You Don’t Know Might Come To Your Door.,Selling Cookies,33,Lost,29,Trick Or Treat,17,Newspaper,8,,,,,,
Name A Household Activity That People Wear Gloves While Doing.,Dishes,55,Gardening,26,Scrubbing Toilet,16,Painting,3,,,,,,
Name An Occupation That You Hope Is Great At Their Job 100% Of The Time.,Doctor,61,Pilot,21,Lawyer,7,Police Officer,7,,,,,,
Name Something You Never Quite Believed About The Brady Bunch.,Always Happy,53,Never Fight,24,Shared One Bathroom,11,So Many Kids,11,,,,,,
Name Something The Police Might Look For When They Search A Suspect’s House.,Drugs,65,Evidence,17,Weapon,13,Suspect,3,,,,,,
Name An Occupation that a boy Wouldn’t Want His Girlfriend’s Father To Have,Police Officer,65,Lawyer,19,Judge,6,Clergy,4,,,,,,
We Asked 100 Women: Name Something You Would Not Like To Have a Man Do For You On a Date.,Order Food,36,Open Car Door,31,Pay For Everything,20,Feed Me,5,,,,,,
Name Something You Clean that Only Gets Dirty Again in A Day,Dishes,28,Clothes,27,Bathroom,17,Floors,17,,,,,,
"Other Than “Love”, Name A Word That’s in Almost Every Love Song",Heart,34,Baby,29,Kiss,22,Forever,5,,,,,,
Name Something You Eat That Comes With Sauce,Spaghetti,41,Pizza,26,Chicken Nuggets,14,Fries,6,,,,,,
name Something You Put in Your Mouth But don’t Swallow,Gum,51,Toothpaste,17,Mouothwash,16,Hard Candy/Sucker,12,,,,,,
name A Talent You Rarely See Women Do Outside A Beauty Pageant,Sing,54,Tap Dance,27,Baton Twirling,13,Juggle,5,,,,,,
Name A Hollywood Man Who would Have No Trouble Getting dates If He Were Single.,Brad Pitt,62,George Clooney,11,Tom Cruise,10,Mel Gibson,4,,,,,,
Name Something A Home Might Have To Make It energy Efficient,Solar Panels,40,Good Insulation,21,Efficient Bilbs,19,New Windows,18,,,,,,
What Is The Most Common Thing People Get stuck In Their Hair,Gum,55,Comb/Brush,28,Food,5,pencil,4,,,,,,
Name A reason You Wouldn’t recognize Someone At Your High School Reunion,Weight Gain/Loss,51,Bald,19,Older,19,Plastic Surgery,8,,,,,,
Name An Occupation That You’d be In Trouble If You Disrespected,Police officer,27,Teacher,22,Judge,22,Politician,8,,,,,,
Name something Kids Dissect In Science Class,Frog,67,worm,17,pig,8,rodent,6,,,,,,
Name An Unhealthy Ingredient You Often See In Kids Cereal,Sugar,66,Chocolate,16,Syrup,8,Salt,4,,,,,,
Tell Me Something Women Would Want Men To wear More Often,Cologne,40,Suit,29,Tie,22,Shorts,7,,,,,,
Name Something Kids Look Forward To The Most In winter,Playing in Snow,58,Christmas,29,Sled/Ski,5,Vacation,4,,,,,,
Name A Sport That Requires Water In Order To Be Played,Swimming,49,Water Polo,44,Surfing,3,Water Skiing,3,,,,,,
How Many Dates Should You Go On Before Kissing Someone?,2,39,3,27,1,28,5,8,,,,,,
Name An Occupation That A Boy Wouldn’t Want His Girlfriend’s Father To Have.,Police Officer,65,Lawyer,19,Judge,6,Clergy,4,,,,,,
Name Something You Put In Your Mouth But Do Not Swallow.,Gum,51,Toothpaste,17,Mouthwash,16,Hard Candy/ Sucker,12,,,,,,
"Other Than Halloween, Name A Reason Why You Might Wear A Costume.",Costume Party,57,In A Play,25,Christmas/ Santa,13,Just For Fun,4,,,,,,
Name Something That’s On Your Dinner Table Every Night That The Dog Won’t Beg For.,Vegetables/ Salad,45,Salt,36,Silverware/ Plates,11,Napkin/ Tablecloth,6,,,,,,
Name A Day Of The Year That Some People Don’t Want To Spend Alone.,Christmas,50,Valentine’s Day,36,Birthday,8,New Year Eve’s,5,,,,,,
"Other Than Speeding, Name A Reason A Cop Might Pull You Over.",Light Out,35,Swerving,34,Failure To Stop,23,No Seatbelt,6,,,,,,
Name Something That A Businesswoman Must Always Wear To Work.,Suit,58,Bra,14,Heels,12,Nylons,6,,,,,,
Which Words Do You Dread Hearing At The Dentist’s Office?,Cavity,38,Drill,30,Root Canal,13,Oops,6,,,,,,
Name An Unhealthy Ingredient You Often See In Kids’ Cereals.,Sugar,66,Chocolate,16,Corn Syrup,8,Salt,4,,,,,,
Name Something Kids Would Play With Outside In Summer,Ball,45,Pool,26,Bike,13,Sprinkler/Hose,13,,,,,,
Name Something You Would Do If You Heard That Your Favorite Cereal Was Discontinued,Get Upset,32,Stock Up,30,Complain,27,Switch Brands,7,,,,,,
"name something You Hope For, But Can’t Count On, When Going On Vacation",Good Weather,62,Good time,28,Plenty Of Rest,4,Tan,4,,,,,,
Name A Complaint People Have About Shoes With Laces.,Come Untied,42,Length,25,Knots,15,Too Tight,9,,,,,,
Name Something Kids Look Forward To The Most In The Winter.,Playing In The Snow,58,Christmas,29,Sled/ Ski,5,Vacation,4,,,,,,
